H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050326|20050326|A000|THB||1111013176|16000.00|5300014735|2005|9200013058|2005|20050326|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050426|20050426|A000|THB||1111013176|16000.00|5300021384|2005|9200018281|2005|20050426|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050526|20050526|A000|THB||1111013176|16000.00|5300026672|2005|9200023713|2005|20050526|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050626|20050626|A000|THB||1111013176|16000.00|5300030688|2005|9200029435|2005|20050626|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050726|20050726|A000|THB||1111013176|16000.00|5300037132|2005|9200035614|2005|20050726|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050826|20050826|A000|THB||1111013176|16000.00|5300043280|2005|9200041367|2005|20050826|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20050926|20050926|A000|THB||1111013176|16000.00|5300048744|2005|9200047141|2005|20050926|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20051026|20051026|A000|THB||1111013176|16000.00|5300054249|2005|9200052576|2005|20051026|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20051126|20051126|A000|THB||1111013176|16000.00|5300058982|2005|9200058001|2005|20051126|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20051226|20051226|A000|THB||1111013176|16000.00|5300063404|2005|9200063030|2005|20051226|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060126|20060126|A000|THB||1111013176|16000.00|5300000791|2006|9200002645|2006|20060126|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060226|20060226|A000|THB||1111013176|16000.00|5300004133|2006|9200008456|2006|20060226|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060326|20060326|A000|THB||1111013176|16000.00|5300008356|2006|9200014225|2006|20060326|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060426|20060426|A000|THB||1111013176|16000.00|5300012736|2006|9200020827|2006|20060426|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060526|20060526|A000|THB||1111013176|16000.00|5300017535|2006|9200026868|2006|20060526|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060626|20060626|A000|THB||1111013176|16000.00|5300022638|2006|9200034220|2006|20060626|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060726|20060726|A000|THB||1111013176|16000.00|5300026699|2006|9200045245|2006|20060726|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060826|20060826|A000|THB||1111013176|16000.00|5300031494|2006|9200061227|2006|20060826|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20060926|20060926|A000|THB||1111013176|16000.00|5300035855|2006|9200073724|2006|20060926|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20061026|20061026|A000|THB||1111013176|16000.00|5300040271|2006|9200095369|2006|20061026|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20061126|20061126|A000|THB||1111013176|16000.00|5300044449|2006|9200111671|2006|20061126|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20061226|20061226|A000|THB||1111013176|16000.00|5300048538|2006|9200173018|2006|20061226|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070126|20070126|A000|THB||1111013176|16000.00|5300000984|2007|9200013080|2007|20070126|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070226|20070226|A000|THB||1111013176|16000.00|5300004317|2007|9200052232|2007|20070226|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070326|20070326|A000|THB||1111013176|16000.00|5300009438|2007|9200073794|2007|20070326|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070426|20070426|A000|THB||1111013176|16000.00|5300013565|2007|9200087397|2007|20070426|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070526|20070526|A000|THB||1111013176|16000.00|5300019470|2007|9200106522|2007|20070526|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070626|20070626|A000|THB||1111013176|16000.00|5300025431|2007|9200122344|2007|20070626|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070726|20070726|A000|THB||1111013176|16000.00|5300030741|2007|9200139942|2007|20070726|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070826|20070826|A000|THB||1111013176|16000.00|5300036316|2007|9200156801|2007|20070826|
H|AIS|BKK 014|0001|RO|101183|KR|BKK 014   /01|101183|20070926|20070926|A000|THB||1111013176|16000.00|5300041436|2007|9200176219|2007|20070926|
H|AIS|BKK 015|0002|MO|101003|KR|BKK 015   /02|101003|20040401|20040401|A000|THB||1111005856|172500.00|5300021958|2004|9200016875|2004|20040421|1891424
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20041103|20041026|A000|THB||1111005856|50000.00|5300061136|2004|9200048482|2004|20041103|4958943
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20041103|20041103|A000|THB||1111005856|10000.00|5300063442|2004|9200054557|2004|20041201|2124877
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20041203|20041203|A000|THB||1111005856|10000.00|5300069393|2004|9200000949|2005|20050104|2156090
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050103|20050103|A000|THB||1111005856|10000.00|5300001414|2005|9200005516|2005|20050201|2186013
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050203|20050203|A000|THB||1111005856|10000.00|5300006122|2005|9200010670|2005|20050301|2213579
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050303|20050303|A000|THB||1111005856|10000.00|5300014744|2005|9200016485|2005|20050401|2249717
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050403|20050403|A000|THB||1111005856|10000.00|5300021392|2005|9200020979|2005|20050503|2278519
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050503|20050503|A000|THB||1111005856|10000.00|5300026680|2005|9200024808|2006|20060502|2639990
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050603|20050603|A000|THB||1111005856|10000.00|5300030703|2005|9200025683|2005|20050603|2309092
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050703|20050703|A000|THB||1111005856|10000.00|5300037146|2005|9200033298|2005|20050704|2342695
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050803|20050803|A000|THB||1111005856|10000.00|5300043294|2005|9200039150|2005|20050803|2372610
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20050903|20050903|A000|THB||1111005856|10000.00|5300048772|2005|9200044316|2005|20050903|2405355
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20051003|20051003|A000|THB||1111005856|10000.00|5300054285|2005|9200049763|2005|20051003|2436776
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20051103|20051103|A000|THB||1111005856|10000.00|5300059010|2005|9200054821|2005|20051103|2467968
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20051203|20051203|A000|THB||1111005856|10000.00|5300063432|2005|9200061096|2005|20051203|2500513
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060103|20060103|A000|THB||1111005856|10000.00|5300000816|2006|9200000543|2006|20060104|2530318
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060203|20060203|A000|THB||1111005856|10000.00|5300004157|2006|9200005733|2006|20060203|2556354
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060303|20060303|A000|THB||1111005856|10000.00|5300008381|2006|9200010749|2006|20060303|2581398
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060403|20060403|A000|THB||1111005856|10000.00|5300012758|2006|9200017675|2006|20060403|2611969
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060503|20060503|A000|THB||1111005856|10000.00|5300017559|2006|9200030814|2006|20060601|2668043
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060603|20060603|A000|THB||1111005856|10000.00|5300022662|2006|9200051102|2006|20060801|2726002
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060703|20060703|A000|THB||1111005856|10000.00|5300026721|2006|9200041668|2006|20060703|2697680
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20060903|20060903|A000|THB||1111005856|10000.00|5300035935|2006|9200067434|2006|20060903|2755136
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20061003|20061003|A000|THB||1111005856|10000.00|5300040347|2006|9200086008|2006|20061003|2784576
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20061103|20061103|A000|THB||1111005856|10000.00|5300044504|2006|9200106873|2006|20061103|2813278
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20061203|20061203|A000|THB||1111005856|10000.00|5300048589|2006|9200137959|2006|20061203|2842143
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070103|20070103|A000|THB||1111005856|10000.00|5300001036|2007|9200000983|2007|20070103|2872173
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070203|20070203|A000|THB||1111005856|10000.00|5300004362|2007|9200041654|2007|20070203|2901338
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070303|20070303|A000|THB||1111005856|10000.00|5300009483|2007|9200060864|2007|20070303|2929507
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070403|20070403|A000|THB||1111005856|10000.00|5300013610|2007|9200082514|2007|20070403|2958408
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070503|20070503|A000|THB||1111005856|10000.00|5300019516|2007|9200101507|2007|20070503|2987312
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070603|20070603|A000|THB||1111005856|10000.00|5300025476|2007|9200113797|2007|20070603|3015442
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070703|20070703|A000|THB||1111005856|10000.00|5300030792|2007|9200131976|2007|20070703|3045800
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070803|20070803|A000|THB||1111005856|10000.00|5300036380|2007|9200148612|2007|20070803|3076423
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20070903|20070903|A000|THB||1111005856|10000.00|5300041507|2007|9200165197|2007|20070903|3106687
H|AIS|BKK 015|0003|RO|101003|KR|BKK 015   /03|101003|20071003|20071003|A000|THB||1111005856|10000.00|5300046741|2007|9200182444|2007|20071003|3136051
H|AIS|BKK 015|0004|MO|101003|KR|BKK 015   /04|101003|20041003|20041003|A000|THB||1111005856|345000.00|5300061140|2004|9200048480|2004|20041103|4958941
H|AIS|BKK 017|0002|RO|106002|KR|BKK 017   /02|106002|20041116|20041116|A000|THB||1111022307|168000.00|5300067443|2004|9200053260|2004|20041125|4959515
H|AIS|BKK 017|0002|RO|106002|KR|BKK 017   /02|106002|20051116|20051116|A000|THB||1111022307|168000.00|5300059098|2005|9200058427|2005|20051116|2481902
H|AIS|BKK 017|0002|RO|106002|KR|BKK 017   /02|106002|20061116|20061116|A000|THB||1111022307|168000.00|5300044628|2006|9200112740|2006|20061116|2826814
H|AIS|BKK 019|0003|MO|101112|KR|BKK 019   /03|101112|20041001|20041001|A000|THB||1111000641|61714.28|5300057788|2004|9200045287|2004|20041008|4958478
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20041120|20041120|A000|THB||1111000641|37620.00|5300067271|2004|9200053238|2004|20041125|2118539
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20041220|20041220|A000|THB||1111000641|37620.00|5300069405|2004|9200056467|2004|20041220|2136988
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050120|20050120|A000|THB||1111000641|37620.00|5300001423|2005|9200002586|2005|20050120|2168229
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050220|20050220|A000|THB||1111000641|37620.00|5300006569|2005|9200007768|2005|20050220|2198560
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050320|20050320|A000|THB||1111000641|37620.00|5300014750|2005|9200013257|2005|20050320|2227895
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050420|20050420|A000|THB||1111000641|37620.00|5300021398|2005|9200018300|2005|20050420|2260565
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050520|20050520|A000|THB||1111000641|37620.00|5300026686|2005|9200023192|2005|20050520|2291250
H|AIS|BKK 019|0004|RO|101112|KR|BKK 019   /04|101112|20050620|20050620|A000|THB||1111000641|37620.00|5300030726|2005|9200028261|2005|20050620|2323191
